id,name,name_fr,name_ar,wilaya_code,commune_code,commune,lat,lng,geo_precision,geo_method,source,refs,type
1179,Bir Sidi Abdallah بير سيدي عبدالله,Bir Sidi Abdallah,بير سيدي عبدالله,16,,,36.7846157,3.0582549,exact,osm,osm,"{""osm"":""12466951047""}",water_tap
118,Thermae,,,41,,,36.1921346,7.6535203,exact,osm,osm,"{""osm"":""1321756094""}",archaeological_site
1180,بير جباح,Bir djebah,بير جباح,16,,,36.7845596,3.0569201,exact,osm,osm,"{""osm"":""12466941693""}",water_tap
1181,سيدي يوسف,Sidi Youssef,سيدي يوسف,08,,,32.1023495,-1.1757963,exact,osm,osm,"{""osm"":""441526882""}",wayside_shrine
1182,Sophia,Sophia,,21,,,36.9132562,7.1423241,exact,osm,osm,"{""osm"":""20315826""}",wreck
1183,Sidi Mejdoub,,,27,,,35.9529538,0.0875831,exact,osm,osm,"{""osm"":""3959366930""}",wreck
1184,(بقايا حطام سفينة سويدية ستوكهولم (شاطئ البابور,,,42,,,36.5604571,1.7513374,exact,osm,osm,"{""osm"":""11074558455""}",wreck
119,Thubursicum Numidarum,,,41,,,36.1915906,7.6564366,exact,osm,osm,"{""osm"":""1321739442""}",archaeological_site
12,Chasseurs baths,,,05,,,35.4798512,6.2700657,exact,osm,osm,"{""osm"":""1261252372""}",archaeological_site
120,Amphithéatre romain,Amphithéatre romain,المدرج الروماني,42,,,36.6085973,2.1988885,exact,osm,osm,"{""osm"":""266409896""}",archaeological_site
121,Aqueduc Maurétanien de Cherchell,,,42,,,36.5685254,2.290128,exact,osm,osm,"{""osm"":""370173875""}",archaeological_site
122,Archaeological Museum of Cherchell,Musée archéologique de Cherchell,,42,,,36.5979931,2.2014234,exact,osm,osm,"{""osm"":""4832565326""}",archaeological_site
123,Breshk,,,42,,,36.5687845,1.8603077,exact,osm,osm,"{""osm"":""1487738119""}",archaeological_site
124,Ruines Romaines de Tipaza,Ruines Romaines de Tipaza,الآثار الرومانية تيبازة,42,,,36.5946299,2.4422403,exact,osm,osm,"{""osm"":""171552738""}",archaeological_site
125,Tipasa eastern archaeological zone,parc archéologique de Tipasa est,,42,,,36.5929,2.4546,exact,osm,osm,,archaeological_site
126,Tipasa western archaeological zone,parc archéologique de Tipasa ouest,,42,,,36.594,2.4434,exact,osm,osm,,archaeological_site
127,aqueduct of Cherchell,aqueduc de Cherchell,,42,,,36.6069444,2.1966667,exact,osm,osm,,archaeological_site
128,El-Ksar,,,43,,,36.2603926,5.5706896,exact,osm,osm,"{""osm"":""1154161722""}",archaeological_site
129,Mausoleum of Quintus Lollius Urbicus,mausolée de Quintus Lollius Urbicus,ضريح لوليوس أربيكيوس,43,,,36.489792,6.483428,exact,osm,osm,,archaeological_site
13,Eastern Market of Timgad,Marché de l'Est,سوق تيمقاد الشرقي,05,,,35.485103,6.4696197,exact,osm,osm,,archaeological_site
130,Mechta el-Arbi,,,43,,,36.099,6.131,exact,osm,osm,,archaeological_site
131,Milevum,Milev (Numidie),ميليفوم,43,,,36.4512765,6.267698,exact,osm,osm,,archaeological_site
132,Quintus Lollius Urbicus Mausoleum,Mausolée de Quintus Lollius Urbicus,,43,,,36.4897736,6.4834582,exact,osm,osm,"{""osm"":""1268274982""}",archaeological_site
133,Ruines Romaines Tiddis,,الآثار الرومانية تيديس,43,,,36.4623723,6.4823717,exact,osm,osm,"{""osm"":""3650432490""}",archaeological_site
134,Site archéologique romain,,,43,,,36.4774998,5.9971469,exact,osm,osm,"{""osm"":""5422432767""}",archaeological_site
135,Tazrut,,,43,,,36.2912948,6.1050539,exact,osm,osm,"{""osm"":""1491571097""}",archaeological_site
136,Gargara (Aïn Defla),Gargara (Aïn Defla),آثار قرقرة,44,,,36.3049,1.8471,exact,osm,osm,,archaeological_site
137,دار الشانبيط,,دار الشانبيط,44,,,36.3444683,2.2669695,exact,osm,osm,"{""osm"":""10931591600""}",archaeological_site
138,Gravures Rupestres,,,45,,,32.7801707,-0.4107575,exact,osm,osm,"{""osm"":""395980901""}",archaeological_site
139,Albulae,Albulae,ألبولاي,46,,,35.294322,-1.140089,exact,osm,osm,,archaeological_site
14,Fort Byzantin,,,05,,,35.4794837,6.4680411,exact,osm,osm,"{""osm"":""11680106""}",archaeological_site
140,Regiae,Regiae,ريجياي,46,,,35.45228,-0.618882,exact,osm,osm,,archaeological_site
141,Siga,Siga,سيقا,46,,,35.2664527,-1.4528777,exact,osm,osm,"{""osm"":""2719759752""}",archaeological_site
142,M'zab,Mzab,مزاب,47,,,32.4872222,3.6813889,exact,osm,osm,,archaeological_site
143,Ksar el Kaoua,,,48,,,35.9190226,1.2002424,exact,osm,osm,"{""osm"":""1244100281""}",archaeological_site
144,Ksar el Kaoua,Ksar el Kaoua,قصر كاوة,48,,,35.86667,1.11667,exact,osm,osm,,archaeological_site
145,Ksar Draa,Ksar Draa,,49,,,29.5347801,0.1832851,exact,osm,osm,"{""osm"":""15441899""}",archaeological_site
146,‎Tamimimoon Old Town,‎Tamimimoon Old Town,,49,,,29.2881765,0.2413861,exact,osm,osm,"{""osm"":""1276224921""}",archaeological_site
147,Abri de In Temailt,Abri de In Temailt,,56,,,25.4295273,7.4483919,exact,osm,osm,"{""osm"":""9724483080""}",archaeological_site
148,Abri de Ouairassen,Abri de Ouairassen,,56,,,25.4187845,7.4679961,exact,osm,osm,"{""osm"":""9724555693""}",archaeological_site
149,Abri de Tigat Nalies (Three dancing women),Abri de Tigat Nalies,,56,,,25.4354665,7.5011398,exact,osm,osm,"{""osm"":""7104280022""}",archaeological_site
15,Forum,,,05,,,35.4848096,6.4688325,exact,osm,osm,"{""osm"":""7948650860""}",archaeological_site
150,Abri de Tikadiouine,,,56,,,25.3419847,8.0482866,exact,osm,osm,"{""osm"":""9758089117""}",archaeological_site
151,Akaham ouan Elbered,,,56,,,23.9820524,10.9267505,exact,osm,osm,"{""osm"":""316496850""}",archaeological_site
152,Archeological Site,,,56,,,24.238574,8.265454,exact,osm,osm,"{""osm"":""827625216""}",archaeological_site
153,Elephant petroglyph,,,56,,,24.0657945,10.88279,exact,osm,osm,"{""osm"":""7852977880""}",archaeological_site
154,Elephant petroglyphs,,,56,,,24.0598779,10.8330732,exact,osm,osm,"{""osm"":""7072439585""}",archaeological_site
155,Fish petroglyphs,,,56,,,24.0660215,10.8831037,exact,osm,osm,"{""osm"":""316501703""}",archaeological_site
156,Giraffe petroglyphs of Tisseteka,,,56,,,24.0731266,10.8234439,exact,osm,osm,"{""osm"":""7104354883""}",archaeological_site
157,Ikadnouchere rock paintings,,,56,,,25.3078556,7.9622595,exact,osm,osm,"{""osm"":""2552961759""}",archaeological_site
158,Important Archeological Site,,,56,,,24.5109766,8.4648236,exact,osm,osm,"{""osm"":""827589876""}",archaeological_site
159,Important Archeological Site,,,56,,,24.3761333,7.9190277,exact,osm,osm,"{""osm"":""827706867""}",archaeological_site
16,Forum,,,05,,,35.4785866,6.2694314,exact,osm,osm,"{""osm"":""1261252370""}",archaeological_site
160,Important archeological site,,,56,,,24.8126998,8.6181268,exact,osm,osm,"{""osm"":""818886215""}",archaeological_site
161,In Tanadouft,,,56,,,25.3486162,8.020466,exact,osm,osm,"{""osm"":""7072462684""}",archaeological_site
162,Ksar of Aghram,,,56,,,25.4251789,8.4304252,exact,osm,osm,"{""osm"":""768736202""}",archaeological_site
163,Ouan Atan Felsmalereien,,,56,,,24.2695267,10.8518936,exact,osm,osm,"{""osm"":""316499810""}",archaeological_site
164,Ouan Ekli petroglyphs,,,56,,,24.0648806,10.84968,exact,osm,osm,"{""osm"":""316501704""}",archaeological_site
165,Ouan Iska,,,56,,,24.0661109,10.9548148,exact,osm,osm,"{""osm"":""7072156228""}",archaeological_site
166,Ouan Takanessit Felsmalereien,,,56,,,24.2347282,10.8838871,exact,osm,osm,"{""osm"":""316499807""}",archaeological_site
167,Ouan Zaouatan,,,56,,,24.0773348,10.9357146,exact,osm,osm,"{""osm"":""316499803""}",archaeological_site
168,Oued Sirik,,,56,,,24.2196956,10.8443718,exact,osm,osm,"{""osm"":""7072298901""}",archaeological_site
169,Place de Jean Claude,,,56,,,24.0580161,10.9626679,exact,osm,osm,"{""osm"":""1230779162""}",archaeological_site
17,Forum of Timgad,Forum de Timgad,فوروم تيمقاد,05,,,35.485052,6.468737,exact,osm,osm,,archaeological_site
170,Rock Paintings,,,56,,,24.5656798,9.3425441,exact,osm,osm,"{""osm"":""4529064932""}",archaeological_site
171,Rock paintings,,,56,,,25.3861674,7.7487147,exact,osm,osm,"{""osm"":""7074472024""}",archaeological_site
172,Rock paintings,,,56,,,25.3919834,7.7873743,exact,osm,osm,"{""osm"":""7074493223""}",archaeological_site
173,Séfar,Séfar,مدينة سفار,56,,,24.687,9.651,exact,osm,osm,,archaeological_site
174,Tadrast,,,56,,,25.433303,8.2969781,exact,osm,osm,"{""osm"":""7074477607""}",archaeological_site
175,Tan Toudeft,,,56,,,25.4221816,8.2203599,exact,osm,osm,"{""osm"":""7072546142""}",archaeological_site
176,Tassili Cultural Park,Parc culturel du Tassili,الحظيرة الثقافية طاسيلي ناجر,56,,,24.974,9.012,exact,osm,osm,,archaeological_site
177,Tedar rock paintings,,,56,,,25.3649917,7.9752925,exact,osm,osm,"{""osm"":""2552961765""}",archaeological_site
178,Tiaraneen,,,56,,,25.4349644,8.247451,exact,osm,osm,"{""osm"":""7093129743""}",archaeological_site
179,Tin Akahem (Felsmalereien),,,56,,,23.8523635,10.3749837,exact,osm,osm,"{""osm"":""316496845""}",archaeological_site
18,Ghoufi,Canyon du Ghoufi,غوفي,05,,,35.049153,6.16725,exact,osm,osm,,archaeological_site
180,Tin Amarasouzi,,,56,,,25.421658,8.298143,exact,osm,osm,"{""osm"":""7074472272""}",archaeological_site
181,Tin Taborok paintings,,,56,,,24.0731742,10.9056769,exact,osm,osm,"{""osm"":""7072156380""}",archaeological_site
182,Tin Taghirt,,,56,,,25.1486739,8.5058441,exact,osm,osm,"{""osm"":""2571925549""}",archaeological_site
183,Tin Taghirt,,,56,,,25.1486444,8.5059639,exact,osm,osm,,archaeological_site
184,important archeological site,,,56,,,24.8278481,8.3336356,exact,osm,osm,"{""osm"":""818755324""}",archaeological_site
185,important archeological site,,,56,,,24.7034527,8.6228043,exact,osm,osm,"{""osm"":""818756093""}",archaeological_site
186,important archeological site,,,56,,,24.8105552,8.330931,exact,osm,osm,"{""osm"":""818757191""}",archaeological_site
187,neolithic painting,,,56,,,24.0335748,10.9543028,exact,osm,osm,"{""osm"":""1230776910""}",archaeological_site
188,neolithic painting,,,56,,,24.0369228,10.9512017,exact,osm,osm,"{""osm"":""1230777564""}",archaeological_site
189,neolithic petroglyph,,,56,,,24.0347795,11.0122967,exact,osm,osm,"{""osm"":""7864958910""}",archaeological_site
19,Grand Thermes du sud,,,05,,,35.4830416,6.468364,exact,osm,osm,"{""osm"":""1104422614""}",archaeological_site
190,neolithic petroglyphs,,,56,,,24.0323857,11.0125621,exact,osm,osm,"{""osm"":""7072193486""}",archaeological_site
191,neolithic petroglyphs,,,56,,,24.0372728,10.9513831,exact,osm,osm,"{""osm"":""7072320599""}",archaeological_site
192,neolithic petroglyphs,,,56,,,24.0429303,11.0212092,exact,osm,osm,"{""osm"":""7072419646""}",archaeological_site
193,neolothic petroglyph,,,56,,,24.0582223,10.9624513,exact,osm,osm,"{""osm"":""7846823935""}",archaeological_site
194,rock paintings,,,56,,,24.0545452,10.7661662,exact,osm,osm,"{""osm"":""316501709""}",archaeological_site
195,إسالامن,,إسالامن,56,,,25.3878162,8.3528996,exact,osm,osm,"{""osm"":""7074480719""}",archaeological_site
196,البقرة البكاء,La vache qui pleure,البقرة البكاء,56,,,24.380277,9.4323492,exact,osm,osm,"{""osm"":""316496842""}",archaeological_site
197,اللوحات الصخرية بوادي أبو هديان,Peintures rupestres vallée Bouhadian,اللوحات الصخرية بوادي أبو هديان,56,,,24.200283,10.876935,exact,osm,osm,"{""osm"":""316499806""}",archaeological_site
198,اللوحات الصخرية طاسيلي ناجر,Peintures rupestres Tassili N' Ajjer,اللوحات الصخرية طاسيلي ناجر,56,,,25.0286191,8.5567661,exact,osm,osm,"{""osm"":""4407133091""}",archaeological_site
199,النقوش الصخرية بوان تيكال,Pétroglyphes de Oued Tikal,النقوش الصخرية بوان تيكال,56,,,24.1336841,10.9314218,exact,osm,osm,"{""osm"":""316499804""}",archaeological_site
2,قصر كتاب,Ksar Kteb,قصر كتاب,01,,,27.218676,-0.189249,exact,osm,osm,"{""osm"":""332254300""}",archaeological_site
20,Grand north baths of Timgad,,,05,,,35.48744,6.46773,exact,osm,osm,,archaeological_site
200,تاناوت ⵜⴰⵏⴰⵡⵜ,Tanaout,تاناوت,56,,,24.0577576,10.1602672,exact,osm,osm,"{""osm"":""7074429278""}",archaeological_site
201,تين أرسو ⵜⵉⵏ ⴰⵔⴻⵙⵓ,Tin Aressou,تين أرسو,56,,,24.023561,10.2502173,exact,osm,osm,"{""osm"":""7072482699""}",archaeological_site
202,تين امالي ⵜⵉⵏ ⴰⵎⴰⵍⵉ,Tin Amali,تين امالي,56,,,24.4172898,9.526155,exact,osm,osm,"{""osm"":""4936229849""}",archaeological_site
203,قبر شمسي,Tombe solaire,قبر شمسي,56,,,24.835834,9.0520792,exact,osm,osm,"{""osm"":""4529064838""}",archaeological_site
204,قبر شمسي,Tombe solaire,قبر شمسي,56,,,24.8043194,9.3124586,exact,osm,osm,"{""osm"":""11655976887""}",archaeological_site
205,قبر شمسي,Tombe solaire,قبر شمسي,56,,,24.793481,9.2791792,exact,osm,osm,"{""osm"":""11655976888""}",archaeological_site
206,قبر شمسي,Tombe solaire,قبر شمسي,56,,,24.734868,9.3014225,exact,osm,osm,"{""osm"":""11655976889""}",archaeological_site
207,قبر شمسي,Tombe solaire,قبر شمسي,56,,,24.728342,9.2853223,exact,osm,osm,"{""osm"":""11655976890""}",archaeological_site
208,قبر شمسي,Tombe solaire,قبر شمسي,56,,,24.7288825,9.3809756,exact,osm,osm,"{""osm"":""11655976891""}",archaeological_site
209,قبر شمسي,Tombe solaire,قبر شمسي,56,,,24.7516137,9.32633,exact,osm,osm,"{""osm"":""11655976893""}",archaeological_site
21,Great North Baths,Grands Thermes du Nord,,05,,,35.4873892,6.4677386,exact,osm,osm,"{""osm"":""911542227""}",archaeological_site
210,قبر شمسي,Tombe solaire,قبر شمسي,56,,,24.7515233,9.2929189,exact,osm,osm,"{""osm"":""11655976894""}",archaeological_site
211,قبر شمسي,Tombe solaire,قبر شمسي,56,,,24.7563646,9.2745275,exact,osm,osm,"{""osm"":""11655976895""}",archaeological_site
212,قبر شمسي,Tombe solaire,قبر شمسي,56,,,24.7538336,9.2959172,exact,osm,osm,"{""osm"":""11655976896""}",archaeological_site
213,قبر شمسي,Tombe solaire,قبر شمسي,56,,,24.7537879,9.3004548,exact,osm,osm,"{""osm"":""11655976897""}",archaeological_site
214,قبر شمسي,Tombe solaire,قبر شمسي,56,,,24.7512065,9.3001945,exact,osm,osm,"{""osm"":""11655976898""}",archaeological_site
215,قبر شمسي,Tombe solaire,قبر شمسي,56,,,24.7494389,9.3000022,exact,osm,osm,"{""osm"":""11655976899""}",archaeological_site
216,قبر شمسي,Tombe solaire,قبر شمسي,56,,,24.7494598,9.3049632,exact,osm,osm,"{""osm"":""11655976900""}",archaeological_site
217,قبر شمسي,Tombe solaire,قبر شمسي,56,,,24.7476837,9.3102461,exact,osm,osm,"{""osm"":""11655976901""}",archaeological_site
218,قبر شمسي,Tombe solaire,قبر شمسي,56,,,24.7353922,9.3003677,exact,osm,osm,"{""osm"":""11655976904""}",archaeological_site
219,قبر شمسي,Tombe solaire,قبر شمسي,56,,,24.7355689,9.3000846,exact,osm,osm,"{""osm"":""11655976905""}",archaeological_site
22,Lambaesis,,,05,,,35.48928,6.25987,exact,osm,osm,,archaeological_site
220,قبر شمسي,Tombe solaire,قبر شمسي,56,,,24.7357369,9.3067752,exact,osm,osm,"{""osm"":""11655976907""}",archaeological_site
221,قبر شمسي,Tombe solaire,قبر شمسي,56,,,24.735859,9.304782,exact,osm,osm,"{""osm"":""11655976908""}",archaeological_site
222,قبر شمسي,Tombe solaire,قبر شمسي,56,,,24.7354883,9.3035306,exact,osm,osm,"{""osm"":""11655976909""}",archaeological_site
223,قبر شمسي,Tombe solaire,قبر شمسي,56,,,24.7351293,9.294456,exact,osm,osm,"{""osm"":""11655976910""}",archaeological_site
224,قبر شمسي,Tombe solaire,قبر شمسي,56,,,24.7351054,9.2946833,exact,osm,osm,"{""osm"":""11655976911""}",archaeological_site
225,قبر شمسي,Tombe solaire,قبر شمسي,56,,,24.7352073,9.2946444,exact,osm,osm,"{""osm"":""11655976912""}",archaeological_site
226,قبر شمسي,Tombe solaire,قبر شمسي,56,,,24.73431,9.2910956,exact,osm,osm,"{""osm"":""11655976913""}",archaeological_site
227,قبر شمسي,Tombe solaire,قبر شمسي,56,,,24.7334752,9.2912431,exact,osm,osm,"{""osm"":""11655976914""}",archaeological_site
228,قبر شمسي,Tombe solaire,قبر شمسي,56,,,24.735899,9.2896543,exact,osm,osm,"{""osm"":""11655976916""}",archaeological_site
229,قبر شمسي,Tombe solaire,قبر شمسي,56,,,24.7359671,9.282167,exact,osm,osm,"{""osm"":""11655976917""}",archaeological_site
23,Lambaesis آثار رومانية تازولت,,آثار رومانية تازولت,05,,,35.4893542,6.2544112,exact,osm,osm,"{""osm"":""266446235""}",archaeological_site
230,قبر شمسي,Tombe solaire,قبر شمسي,56,,,24.7515805,9.2929197,exact,osm,osm,"{""osm"":""11656177113""}",archaeological_site
231,قبر شمسي,Tombe solaire,قبر شمسي,56,,,24.8000846,9.282385,exact,osm,osm,"{""osm"":""11656177114""}",archaeological_site
232,قبر شمسي,Tombe solaire,قبر شمسي,56,,,24.7993535,9.2834097,exact,osm,osm,"{""osm"":""11656177115""}",archaeological_site
233,قبر شمسي,Tombe solaire,قبر شمسي,56,,,24.7971032,9.3023071,exact,osm,osm,"{""osm"":""11656177116""}",archaeological_site
234,قبر شمسي,Tombe solaire,قبر شمسي,56,,,24.7950007,9.3082014,exact,osm,osm,"{""osm"":""11656177117""}",archaeological_site
235,قبر شمسي,Tombe solaire,قبر شمسي,56,,,24.7576888,9.3097895,exact,osm,osm,"{""osm"":""11656177118""}",archaeological_site
236,قبر شمسي,Tombe solaire,قبر شمسي,56,,,24.7570671,9.3109434,exact,osm,osm,"{""osm"":""11656177119""}",archaeological_site
237,قبر شمسي,Tombe solaire,قبر شمسي,56,,,24.7570497,9.3163725,exact,osm,osm,"{""osm"":""11656177120""}",archaeological_site
238,قبر شمسي,Tombe solaire,قبر شمسي,56,,,24.7374287,9.3282227,exact,osm,osm,"{""osm"":""11656177121""}",archaeological_site
239,قبر شمسي,Tombe solaire,قبر شمسي,56,,,24.737269,9.3125437,exact,osm,osm,"{""osm"":""11656177122""}",archaeological_site
24,Market of Sertius,Marchè de Sertius,,05,,,35.4846177,6.4667722,exact,osm,osm,"{""osm"":""5433752626""}",archaeological_site
240,قبر شمسي,Tombe solaire,قبر شمسي,56,,,24.7370734,9.3119644,exact,osm,osm,"{""osm"":""11656177123""}",archaeological_site
241,قبر شمسي,Tombe solaire,قبر شمسي,56,,,24.7369168,9.3102313,exact,osm,osm,"{""osm"":""11656177124""}",archaeological_site
242,قبر شمسي,Tombe solaire,قبر شمسي,56,,,24.7362254,9.2982526,exact,osm,osm,"{""osm"":""11656177128""}",archaeological_site
243,قبر شمسي,Tombe solaire,قبر شمسي,56,,,24.7361776,9.2979654,exact,osm,osm,"{""osm"":""11656177129""}",archaeological_site
244,قبر شمسي,Tombe solaire,قبر شمسي,56,,,24.7338524,9.2913877,exact,osm,osm,"{""osm"":""11656177134""}",archaeological_site
245,قبر شمسي,Tombe solaire,قبر شمسي,56,,,24.7359316,9.2825374,exact,osm,osm,"{""osm"":""11656177137""}",archaeological_site
246,Roman bridge in El Kantara,pont romain d'El Kantara,جسر القنطرة الروماني,61,,,35.233555,5.701555,exact,osm,osm,,archaeological_site
247,Oued Djebbana,,,62,,,34.73,8.051,exact,osm,osm,,archaeological_site
248,Ruines d'Achir,,اطلال المدينة الاثرية آشير,67,,,35.9450356,3.2848055,exact,osm,osm,"{""osm"":""385862082""}",archaeological_site
249,Ausum,,,68,,,34.8613753,4.9245416,exact,osm,osm,"{""osm"":""1338155675""}",archaeological_site
25,Market of Sertius,Marché de Sertius,سوق سيرتيوس,05,,,35.4847222,6.4666667,exact,osm,osm,,archaeological_site
250,رحى فيريرو,Moulin Ferrero,رحى فيريرو,68,,,35.1920423,4.1653317,exact,osm,osm,"{""osm"":""3207837890""}",archaeological_site
251,قيادة القوات البحرية,Commandement des Forces Navales,قيادة القوات البحرية,16,,,36.7842127,3.069175,exact,osm,osm,"{""osm"":""155362197""}",area
252,Caserne Bab Lakouas,Caserne Bab Lakouas,ثكنة باب الأقواس,26,,,36.2616984,2.748355,exact,osm,osm,"{""osm"":""190374019""}",barracks
253,حمامات قيصر الرومانية,Thermes romains de César,حمامات قيصر الرومانية,25,,,36.3663834,6.6158479,exact,osm,osm,"{""osm"":""13680444051""}",bath
254,Battle site of the Battle of Oued Chelif (1015),,موقع المعركة واد شليف (1015),67,,,35.6433139,2.3178677,exact,osm,osm,"{""osm"":""1513382475""}",battle_site
255,حصار الأغواط,Siège de Laghouat,حصار الأغواط,03,,,33.8054435,2.8788191,exact,osm,osm,"{""osm"":""12471849708""}",battlefield
256,نصب تذكاري لإندلاع ثورة أول نوفمبر,,نصب تذكاري لإندلاع ثورة أول نوفمبر,05,,,35.1546118,6.2450322,exact,osm,osm,"{""osm"":""474802378""}",battlefield
257,Bataille de Staoueli معركة سطاوالي,Bataille de Staoueli,معركة سطاوالي,16,,,36.7579768,2.881601,exact,osm,osm,"{""osm"":""12471558534""}",battlefield
258,حصار قلعة برج مولاي الحسن,Siège de la forteresse de Bordj Moulay Hassan,حصار قلعة برج مولاي الحسن,16,,,36.7738159,3.0448054,exact,osm,osm,"{""osm"":""12471601073""}",battlefield
259,Les 04 chemins,,,15,,,36.7023441,4.5331584,exact,osm,osm,"{""osm"":""2837834352""}",boundary_stone
26,Medracen,,إيمدغاسن,05,,,35.7070701,6.4346439,exact,osm,osm,"{""osm"":""266446803""}",archaeological_site
260,pk 178/49,,,30,,,31.9364984,5.4176932,exact,osm,osm,"{""osm"":""5305560977""}",boundary_stone
261,قناة عين الزبوجة,Aqueduc Ain Zeboudja,قناة عين الزبوجة,16,,,36.7559196,3.0311632,exact,osm,osm,"{""osm"":""278903680""}",bridge
262,El Kantara,,,61,,,35.2335682,5.701588,exact,osm,osm,"{""osm"":""475450594""}",bridge
263,الجامع ميقور,El Jama3 Migour,الجامع ميقور,06,,,36.6062598,4.6440125,exact,osm,osm,"{""osm"":""261518724""}",building
264,Château Boukandoura قلعة بوقندورة,Château Boukandoura,قلعة بوقندورة,09,,,36.5978227,3.162279,exact,osm,osm,"{""osm"":""1160663208""}",building
265,البريد المركزي الجزائر,La Grande Poste d'Alger,البريد المركزي الجزائر,16,,,36.773079,3.0595769,exact,osm,osm,"{""osm"":""415866""}",building
266,مستشفى بودانس القديم,Ancien hôpital Baudens,مستشفى بودانس القديم,31,,,35.7056835,-0.6537832,exact,osm,osm,"{""osm"":""369151778""}",building
267,Gendarmerie de Oued Athmania درك وادي العثمانية,Gendarmerie de Oued Athmania,درك وادي العثمانية,43,,,36.2480698,6.2887441,exact,osm,osm,"{""osm"":""1329600495""}",building
268,Centre de concentration 2 ème Bureau,Centre de concentration 2 ème Bureau,مركز التعديب المكتب 2,46,,,35.3044774,-1.1825911,exact,osm,osm,"{""osm"":""5305283021""}",building
269,Kasba,,,01,,,26.9634847,1.0824514,exact,osm,osm,"{""osm"":""298367390""}",castle
27,Medracen,,,05,,,35.707267,6.4348192,exact,osm,osm,"{""osm"":""266446815""}",archaeological_site
270,Ksar,,,01,,,27.8301491,-0.270722,exact,osm,osm,"{""osm"":""1363070571""}",castle
271,Ksar,,,01,,,27.8728849,-0.3417701,exact,osm,osm,"{""osm"":""1363082816""}",castle
272,Ksar,,,01,,,27.336779,-0.2342137,exact,osm,osm,"{""osm"":""1364293354""}",castle
273,Ksar,,,01,,,27.4502424,-0.2643222,exact,osm,osm,"{""osm"":""1365073274""}",castle
274,Ksar,,,01,,,27.1564356,-0.1374983,exact,osm,osm,"{""osm"":""1428568380""}",castle
275,Ksar,,,01,,,27.156911,-0.1359329,exact,osm,osm,"{""osm"":""1428568383""}",castle
276,Ksar,,,01,,,27.1435553,-0.1376885,exact,osm,osm,"{""osm"":""1428568394""}",castle
277,Ksar القصر,Ksar,القصر,01,,,27.2718879,-0.2066214,exact,osm,osm,"{""osm"":""1361579926""}",castle
278,Ksar القصر,Ksar,القصر,01,,,27.2640264,-0.2076234,exact,osm,osm,"{""osm"":""1361579932""}",castle
279,Ksar القصر,Ksar,القصر,01,,,27.2562743,-0.2096369,exact,osm,osm,"{""osm"":""1361579933""}",castle
28,Pequeña Terma norte,,,05,,,35.4865595,6.468836,exact,osm,osm,"{""osm"":""1104422262""}",archaeological_site
280,Ksar القصر,Ksar,القصر,01,,,27.6501053,-0.2048939,exact,osm,osm,"{""osm"":""1364194176""}",castle
281,بالحاج,Belhadj,بالحاج,01,,,27.7445097,-0.2719666,exact,osm,osm,"{""osm"":""4798706321""}",castle
282,أولاد عدة,,أولاد عدة,02,,,36.1900309,0.9302819,exact,osm,osm,"{""osm"":""7778783686""}",castle
283,أولاد عين الناس,,أولاد عين الناس,02,,,36.1570842,0.9428761,exact,osm,osm,"{""osm"":""7778783887""}",castle
284,البيايض,,البيايض,02,,,36.1750361,1.0104464,exact,osm,osm,"{""osm"":""7778783985""}",castle
285,السهايلية,,السهايلية,02,,,36.1674177,0.9258083,exact,osm,osm,"{""osm"":""7778783885""}",castle
286,سخاريف,Skharif,سخاريف,02,,,36.1017066,0.9483852,exact,osm,osm,"{""osm"":""7778783886""}",castle
287,عين العزلة,,عين العزلة,02,,,36.2206095,0.9549582,exact,osm,osm,"{""osm"":""7472265185""}",castle
288,Fort Bouscaren,,,03,,,33.8034368,2.8802413,exact,osm,osm,"{""osm"":""42693121""}",castle
289,Ksar,,قصر عين ماضي,03,,,33.7938532,2.300943,exact,osm,osm,"{""osm"":""405891354""}",castle
29,Roman arch,,,05,,,35.4795662,6.2718491,exact,osm,osm,"{""osm"":""1261247163""}",archaeological_site
290,Palais de Kourdane,palais de Kourdane,قصر كوردان,03,,,33.8497,2.34049,exact,osm,osm,,castle
291,راس بنادم,,,03,,,32.9993535,2.8605599,exact,osm,osm,"{""osm"":""12705996101""}",castle
292,Château,Château,القبة,04,,,35.8787548,7.116255,exact,osm,osm,"{""osm"":""310446941""}",castle
293,اقلفن,,اقلفن,05,,,35.0742671,6.0222573,exact,osm,osm,"{""osm"":""5020286272""}",castle
294,الجدة جوهرة بن منصور,Nana djohra benmansour,الجدة جوهرة بن منصور,05,,,35.6697723,5.6490469,exact,osm,osm,"{""osm"":""5080748822""}",castle
295,حدود أملاك لخضر بن علي علاوة,Fin de la propriété de Lakhdar Ben Ali Allaoua,حدود أملاك لخضر بن علي علاوة,05,,,35.1276534,6.4367762,exact,osm,osm,"{""osm"":""6710739885""}",castle
296,رأس السراء كيمل تكوت,,رأس السراء كيمل تكوت,05,,,35.0799265,6.4018848,exact,osm,osm,"{""osm"":""6668792989""}",castle
297,قاعة حفلات الزفاف طبنة,,قاعة حفلات الزفاف طبنة,05,,,35.582181,6.1944315,exact,osm,osm,"{""osm"":""5844039385""}",castle
298,قلعة ايقلفن,,قلعة ايقلفن,05,,,35.0791259,6.0174061,exact,osm,osm,"{""osm"":""552216176""}",castle
